Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Cut Set Analysis using Behavior Trees and model checking,Formal Aspects of Computing,,,,10.1007/s00165-011-0181-8,Peter A. LindsayNisansala YatapanageKirsten Winter,2011,https://link.springer.com/article/10.1007/s00165-011-0181-8,Article
Group formation with neighbor similarity trust in P2P E-commerce,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-011-0116-4,Felix MusauGuojun WangMuhammad Bashir Abdullahi,2011,https://link.springer.com/article/10.1007/s12083-011-0116-4,Article
Using traffic prediction and estimation of provider revenue for a joint GEO satellite MAC/CAC scheme,Wireless Networks,,,,10.1007/s11276-010-0315-6,Polychronis Koutsakis,2010,https://link.springer.com/article/10.1007/s11276-010-0315-6,Article
A market-oriented hierarchical scheduling strategy in&#xa0;cloud workflow systems,The Journal of Supercomputing,,,,10.1007/s11227-011-0578-4,Zhangjun WuXiao LiuZhiwei NiDong YuanYun Yang,2011,https://link.springer.com/article/10.1007/s11227-011-0578-4,Article
Limitations to building institutional trustworthiness through e-government: a comparative study of two e-services in Chile,Journal of Information Technology,,,,10.1057/jit.2010.17,Matthew L Smith,2010,https://link.springer.com/article/10.1057/jit.2010.17,Article
Moral luck and computer ethics: Gauguin in cyberspace,Ethics and Information Technology,,,,10.1007/s10676-010-9248-0,David Sanford Horner,2010,https://link.springer.com/article/10.1007/s10676-010-9248-0,Article
A model-based approach for multiple QoS in&#xa0;scheduling: from models to implementation,Automated Software Engineering,,,,10.1007/s10515-010-0074-8,Christos KloukinasSergio Yovine,2010,https://link.springer.com/article/10.1007/s10515-010-0074-8,Article
Packet level performance analysis of a packet scheduler exploiting multiuser diversity,Telecommunication Systems,,,,10.1007/s11235-009-9250-1,Gang Uk HwangFumio Ishizaki,2009,https://link.springer.com/article/10.1007/s11235-009-9250-1,Article
Exploiting replication on dependent data allocation for ordered queries over multiple broadcast channels,Wireless Networks,,,,10.1007/s11276-009-0230-x,Jiun-Long HuangJen-He Huang,2009,https://link.springer.com/article/10.1007/s11276-009-0230-x,Article
Challenges and obstacles in sharing and coordinating information during multi-agency disaster response: Propositions from field exercises,Information Systems Frontiers,,,,10.1007/s10796-009-9174-z,Nitesh BharosaJinKyu LeeMarijn Janssen,2009,https://link.springer.com/article/10.1007/s10796-009-9174-z,Article
Formalizing requirements with object models and temporal constraints,Software & Systems Modeling,,,,10.1007/s10270-009-0130-7,Alessandro CimattiMarco RoveriAngelo SusiStefano Tonetta,2009,https://link.springer.com/article/10.1007/s10270-009-0130-7,Article
Saving lives in road traffic—ethical aspects,Journal of Public Health,,,,10.1007/s10389-009-0264-7,Jessica Nihlén Fahlquist,2009,https://link.springer.com/article/10.1007/s10389-009-0264-7,Article
Challenges and possible approaches: towards the petaflops computers,Frontiers of Computer Science in China,,,,10.1007/s11704-009-0022-6,Depei QianDanfeng Zhu,2009,https://link.springer.com/article/10.1007/s11704-009-0022-6,Article
The strategic knowledge-based dependency diagrams: a tool for analyzing strategic knowledge dependencies for the purposes of understanding and communicating,Information Technology and Management,,,,10.1007/s10799-009-0054-5,Sameh Al-NatourHasan Cavusoglu,2009,https://link.springer.com/article/10.1007/s10799-009-0054-5,Article
Structured P2P technologies for distributed command and control,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-009-0033-y,Daniel R. KarrelsGilbert L. PetersonBarry E. Mullins,2009,https://link.springer.com/article/10.1007/s12083-009-0033-y,Article
Revisiting free riding and the Tit-for-Tat in BitTorrent: A measurement study,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-008-0013-7,Manaf ZghaibehFotios C. Harmantzis,2008,https://link.springer.com/article/10.1007/s12083-008-0013-7,Article
Optimizing the H.264/AVC Video Encoder Application Structure for Reconfigurable and Application-Specific Platforms,Journal of Signal Processing Systems,,,,10.1007/s11265-008-0304-5,Muhammad ShafiqueLars BauerJörg Henkel,2008,https://link.springer.com/article/10.1007/s11265-008-0304-5,Article
Agent-based communities of web services: an argumentation-driven approach,Service Oriented Computing and Applications,,,,10.1007/s11761-008-0033-4,Jamal BentaharZakaria MaamarWei WanDjamal BenslimanePhilippe ThiranSattanathan Subramanian,2008,https://link.springer.com/article/10.1007/s11761-008-0033-4,Article
"To Discount or Not to Discount: An Assessment of Perceptions, Beliefs, and Intentions to Use Electronic Auctions with Discounts",Group Decision and Negotiation,,,,10.1007/s10726-008-9117-y,Eva ChenIlka Weber,2008,https://link.springer.com/article/10.1007/s10726-008-9117-y,Article
Resource planning and incentive engineering for a congested wireless access point: an&#xa0;integrated multiple time scale control&#xa0;mechanism,Telecommunication Systems,,,,10.1007/s11235-008-9082-4,Jun WangVictor C. M. Leung,2008,https://link.springer.com/article/10.1007/s11235-008-9082-4,Article
SystemQ: Bridging the gap between queuing-based performance evaluation and SystemC,Design Automation for Embedded Systems,,,,10.1007/s10617-006-9002-3,Sören SonntagMatthias GriesChristian Sauer,2007,https://link.springer.com/article/10.1007/s10617-006-9002-3,Article
The design and implementation of the IEEE 802.11 MAC based on soft-core processor and RTOS,Journal of Electronics (China),,,,10.1007/s11767-005-0180-0,Xiao Wan’angFang ZhiShi Yin,2007,https://link.springer.com/article/10.1007/s11767-005-0180-0,Article
Future management of spectrum,BT Technology Journal,,,,10.1007/s10550-007-0028-2,S. OlafssonB. GloverM. Nekovee,2007,https://link.springer.com/article/10.1007/s10550-007-0028-2,Article
Ethical protocols design,Ethics and Information Technology,,,,10.1007/s10676-006-9128-9,Matteo Turilli,2007,https://link.springer.com/article/10.1007/s10676-006-9128-9,Article
Loose Coupling and Healthcare Organizations: Deployment Strategies for Groupware,Computer Supported Cooperative Work (CSCW),,,,10.1007/s10606-006-9031-2,David PinelleCarl Gutwin,2006,https://link.springer.com/article/10.1007/s10606-006-9031-2,Article
The formal-CAFE methodology and model checking patterns in the specification of e-commerce systems,Electronic Commerce Research,,,,10.1007/s10660-006-8676-8,A. PereiraM. SongG. Gorgulho,2006,https://link.springer.com/article/10.1007/s10660-006-8676-8,Article
Aladin: A Layout Synthesys Tool for Analog Integrated Circuits,Analog Integrated Circuits and Signal Processing,,,,10.1007/s10470-006-1271-z,L. ZhangU. KleineR. RautY. Jiang,2006,https://link.springer.com/article/10.1007/s10470-006-1271-z,Article
The twenty-percent majority: Pro-union bias in prevailing rate determinations,Journal of Labor Research,,,,10.1007/BF02812225,Armand J. Thieblot,2005,https://link.springer.com/article/10.1007/BF02812225,Article
Computer decision-support systems for public argumentation: assessing deliberative legitimacy,AI & SOCIETY,,,,10.1007/s00146-004-0313-2,William RehgPeter McBurneySimon Parsons,2004,https://link.springer.com/article/10.1007/s00146-004-0313-2,Article
Fostering professionalism in medical education,Journal of General Internal Medicine,,,,10.1111/j.1525-1497.2004.30635.x,William H. ShrankVirginia A. ReedChristian Jernstedt,2004,https://link.springer.com/article/10.1111/j.1525-1497.2004.30635.x,Article
Real Time Scheduling Theory: A Historical Perspective,Real-Time Systems,,,,10.1023/B:TIME.0000045315.61234.1e,Lui ShaTarek AbdelzaherKarl-Erik årzénAnton CervinTheodore BakerAlan BurnsGiorgio ButtazzoMarco CaccamoJohn LehoczkyAloysius K. Mok,2004,https://link.springer.com/article/10.1023/B:TIME.0000045315.61234.1e,Article
Specification transformers: a predicate transformer approach to composition,Acta Informatica,,,,10.1007/s00236-003-0130-y,Michel CharpentierK. Mani Chandy,2004,https://link.springer.com/article/10.1007/s00236-003-0130-y,Article
A Mechanized Proof Environment for the Convenient Computations Proof Method,Formal Methods in System Design,,,,10.1023/A:1024746015231,Marcelo GlusmanShmuel Katz,2003,https://link.springer.com/article/10.1023/A:1024746015231,Article
"Participative Budgeting: For and Against<sup>1</sup>
            ",Controlling und Management,,,,10.1007/BF03255723,Norman B. Macintosh,2003,https://link.springer.com/article/10.1007/BF03255723,Article
The rationality framework for a critical study of information systems,Journal of Information Technology,,,,10.1080/0268396022000017752,Dubravka Cecez-KecmanovicMarius JansonAnn Brown,2002,https://link.springer.com/article/10.1080/0268396022000017752,Article
User Interfaces and Help Systems: From Helplessness to Intelligent Assistance,Artificial Intelligence Review,,,,10.1023/A:1015179704819,Sylvain DelisleBernard Moulin,2002,https://link.springer.com/article/10.1023/A:1015179704819,Article
Explanation and Argumentation Capabilities:Towards the Creation of More Persuasive Agents,Artificial Intelligence Review,,,,10.1023/A:1015023512975,B. MoulinH. IrandoustM. BélangerG. Desbordes,2002,https://link.springer.com/article/10.1023/A:1015023512975,Article
Modeling Distributive and Integrative Negotiations. Review and Revised Characterization,Group Decision and Negotiation,,,,10.1023/A:1012256222803,Gregory E. Kersten,2001,https://link.springer.com/article/10.1023/A:1012256222803,Article
"Optical Networks Magazine, Volume 2, Number 6",Optical Networks Magazine,,,,10.1023/A:1017415904655,,2001,https://link.springer.com/article/10.1023/A:1017415904655,Article
"Optical Networks Magazine, Volume 2, Number 5",Optical Networks Magazine,,,,10.1023/A:1017458927680,,2001,https://link.springer.com/article/10.1023/A:1017458927680,Article
Scheduling Video Streams in Video-on-Demand Systems: A Survey,Multimedia Tools and Applications,,,,10.1023/A:1009681521536,Debasish GhoseHyoung Joong Kim,2000,https://link.springer.com/article/10.1023/A:1009681521536,Article
Petri nets,Resonance,,,,10.1007/BF02834232,Y. Narahari,1999,https://link.springer.com/article/10.1007/BF02834232,Article
A practical approach to implementing real-time semantics,Annals of Software Engineering,,,,10.1023/A:1018982020561,Girish BhatRance CleavelandGerald Lüttgen,1999,https://link.springer.com/article/10.1023/A:1018982020561,Article
Using interest-based techniques to design conflict management systems,Negotiation Journal,,,,10.1007/BF02187628,Cathy A. Costantino,1996,https://link.springer.com/article/10.1007/BF02187628,Article
Condensed state spaces for symmetrical Coloured Petri Nets,Formal Methods in System Design,,,,10.1007/BF00625967,Kurt Jensen,1996,https://link.springer.com/article/10.1007/BF00625967,Article
