Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Cloud–edge collaborative AI for symmetry and asymmetry in human motion understanding and collaboration,Journal of Cloud Computing,,,,10.1186/s13677-025-00810-4,Bo FanKangrong LuoPeng WangMohammad Mahdi MoghimiMohamed Hafez,2025,https://link.springer.com/article/10.1186/s13677-025-00810-4,Article
Demystifying ChatGPT: An In-depth Survey of OpenAI’s Robust Large Language Models,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10115-5,Pronaya BhattacharyaVivek Kumar PrasadAshwin VermaDeepak GuptaAssadaporn SapsomboonWattana ViriyasitavatGaurav Dhiman,2024,https://link.springer.com/article/10.1007/s11831-024-10115-5,Article
From applied ethics and ethical principles to virtue and narrative in AI practices,AI and Ethics,,,,10.1007/s43681-024-00472-z,Paul HayesNoel FitzpatrickJosé Manuel Ferrández,2024,https://link.springer.com/article/10.1007/s43681-024-00472-z,Article
An analytical approach for an AI-based teacher performance evaluation system in Saudi Arabia’s schools,Discover Applied Sciences,,,,10.1007/s42452-024-06117-4,Arwa AlmubarakWadee AlhalabiIbrahim AlbidewiEaman Alharbi,2024,https://link.springer.com/article/10.1007/s42452-024-06117-4,Article
"Predictive hermeneutics: bias, culture, and the predictive mind",Phenomenology and the Cognitive Sciences,,,,10.1007/s11097-025-10126-y,Jennifer Devereaux,2025,https://link.springer.com/article/10.1007/s11097-025-10126-y,Article
Ethical governance of artificial intelligence for defence: normative tradeoffs for principle to practice guidance,AI & SOCIETY,,,,10.1007/s00146-024-01866-7,Alexander BlanchardChristopher ThomasMariarosaria Taddeo,2024,https://link.springer.com/article/10.1007/s00146-024-01866-7,Article
Perceived worries in the adoption of artificial intelligence among nurses in neonatal intensive care units,BMC Nursing,,,,10.1186/s12912-025-03318-z,Ahmad AyedAhmad BatranIbrahim AqtamMalakeh Z. MalakMoath Abu EjheishehMosaab FarajallahLamees FarrajSanaa Alkhatib,2025,https://link.springer.com/article/10.1186/s12912-025-03318-z,Article
The imperative for regulatory oversight of large language models (or generative AI) in healthcare,npj Digital Medicine,,,,10.1038/s41746-023-00873-0,Bertalan MeskóEric J. Topol,2023,https://link.springer.com/article/10.1038/s41746-023-00873-0,Article
Longitudinal big biological data in the AI era,Molecular Systems Biology,,,,10.1038/s44320-025-00134-0,Adil MardinogluHasan TurkezMinho ShongVishnuvardhan Pogunulu SrinivasuluJens NielsenBernhard O PalssonLeroy HoodMathias Uhlen,2025,https://link.springer.com/article/10.1038/s44320-025-00134-0,Article
Artificial intelligence in ophthalmology clinical trials: a narrative review,Graefe's Archive for Clinical and Experimental Ophthalmology,,,,10.1007/s00417-025-06997-1,Elham RahmanipourSamin AfazelSadra AshrafiElham SadeghiMohammad GhorbaniJavier Zarranz-VenturaJay Chhablani,2025,https://link.springer.com/article/10.1007/s00417-025-06997-1,Article
Integration of artificial intelligence and wearable technology in the management of diabetes and prediabetes,npj Digital Medicine,,,,10.1038/s41746-025-02036-9,Raphael A. FraserRebekah J. WalkerJennifer A. CampbellObinna EkwunifeLeonard E. Egede,2025,https://link.springer.com/article/10.1038/s41746-025-02036-9,Article
"Nutrigenomics meets multi-omics: integrating genetic, metabolic, and microbiome data for personalized nutrition strategies",Genes & Nutrition,,,,10.1186/s12263-025-00790-9,Alireza NourazarainYashar Vaziri,2025,https://link.springer.com/article/10.1186/s12263-025-00790-9,Article
Cultural-Historical Perspective to Design Pedagogical AI for Enhancing Student Writing,"Technology, Knowledge and Learning",,,,10.1007/s10758-025-09876-0,Irina Engeness,2025,https://link.springer.com/article/10.1007/s10758-025-09876-0,Article
"Exploring the Ethical, Legal, and Social Implications of ChatGPT in Urology",Current Urology Reports,,,,10.1007/s11934-023-01185-2,Kinju AdhikariNithesh NaikBM Zeeshan HameedS. K. RaghunathBhaskar K. Somani,2023,https://link.springer.com/article/10.1007/s11934-023-01185-2,Article
Incorporation of “Artificial Intelligence” for Objective Pain Assessment: A Comprehensive Review,Pain and Therapy,,,,10.1007/s40122-024-00584-8,Salah N. El-TallawyJoseph V. PergolizziIngrid Vasiliu-FeltesRania S. AhmedJoAnn K. LeQuangHamdy N. El-TallawyGiustino VarrassiMohamed S. Nagiub,2024,https://link.springer.com/article/10.1007/s40122-024-00584-8,Article
Continuous Auditing of Artificial Intelligence: a Conceptualization and Assessment of Tools and Frameworks,Digital Society,,,,10.1007/s44206-022-00022-2,Matti MinkkinenJoakim LaineMatti Mäntymäki,2022,https://link.springer.com/article/10.1007/s44206-022-00022-2,Article
Generative Artificial Intelligence in Higher Education: Review of Institutional Policies and Practices across New Zealand,New Zealand Journal of Educational Studies,,,,10.1007/s40841-025-00417-y,Iqbal Ainur RizkiRana Daoud,2025,https://link.springer.com/article/10.1007/s40841-025-00417-y,Article
Bio-inspired neutrosophic-enzyme intelligence framework for pediatric dental disease detection using multi-modal clinical data,Scientific Reports,,,,10.1038/s41598-025-21923-5,Hanaa Salem MarieMostafa ElbazRiham S. SolimanMona Elshirbini HafezAmira Abdelhafeez Elkhatib,2025,https://link.springer.com/article/10.1038/s41598-025-21923-5,Article
Beyond boundaries: exploring the transformative power of AI in pharmaceuticals,Discover Artificial Intelligence,,,,10.1007/s44163-024-00192-7,Gurparsad Singh SuriGurleen KaurDheeraj Shinde,2024,https://link.springer.com/article/10.1007/s44163-024-00192-7,Article
A comprehensive review on detection of hate speech for multi-lingual data,Social Network Analysis and Mining,,,,10.1007/s13278-024-01401-y,Rachna NarulaPoonam Chaudhary,2024,https://link.springer.com/article/10.1007/s13278-024-01401-y,Article
Intelligent information management enables quality-by-design in pharmaceutical production,Scientific Reports,,,,10.1038/s41598-025-27879-w,Zihan Zhu,2025,https://link.springer.com/article/10.1038/s41598-025-27879-w,Article
"AI-Driven Intelligent Data Analytics and Predictive Analysis in Industry 4.0: Transforming Knowledge, Innovation, and Efficiency",Journal of the Knowledge Economy,,,,10.1007/s13132-024-02001-z,Zhijuan ZongYu Guan,2024,https://link.springer.com/article/10.1007/s13132-024-02001-z,Article
Integration of green IoT and artificial intelligence for advancing environmental sustainability and SDG indicators,GeoJournal,,,,10.1007/s10708-025-11517-z,Swapnila Roy,2025,https://link.springer.com/article/10.1007/s10708-025-11517-z,Article
Role of artificial intelligence in food and agriculture industries: an updated review,Nutrire,,,,10.1186/s41110-025-00392-w,Bisma JanSradhanjali MohapatraMonalisha SamalBharti ChoudharyParakh Basist,2025,https://link.springer.com/article/10.1186/s41110-025-00392-w,Article
"A systematic review of the impact of generative AI on postgraduate research: opportunities, challenges, and ethical implications",Discover Artificial Intelligence,,,,10.1007/s44163-025-00495-3,Vicent MabiriziCalorine KatushabeGloria MuhozaJack Rugasira,2025,https://link.springer.com/article/10.1007/s44163-025-00495-3,Article
Cross-industry thematic analysis of generative AI best practices: applications and implications for surgical education and training,Global Surgical Education - Journal of the Association for Surgical Education,,,,10.1007/s44186-024-00263-4,Hillary LiaAngela G. AtkinsonSergio M. Navarro,2024,https://link.springer.com/article/10.1007/s44186-024-00263-4,Article
All that glitters is not gold: trustworthy and ethical AI principles,AI and Ethics,,,,10.1007/s43681-022-00232-x,Connor ReesBerndt Müller,2022,https://link.springer.com/article/10.1007/s43681-022-00232-x,Article
Exploring key stakeholders’ perspectives on integrating the EU AI Act with the MDR for certifying AI medical devices,AI and Ethics,,,,10.1007/s43681-024-00612-5,Edmund BalogunDion DcostaAuxane BochChristoph Luetge,2024,https://link.springer.com/article/10.1007/s43681-024-00612-5,Article
Integration of wearable technology and artificial intelligence in digital health for remote patient care,Journal of Cloud Computing,,,,10.1186/s13677-025-00759-4,Yazeed Yasin GhadiSyed Faisal Abbas ShahWajahat WaheedTehseen MazharWasim AhmadMamoon M. SaeedHabib Hamam,2025,https://link.springer.com/article/10.1186/s13677-025-00759-4,Article
Packaging 4.0: Artificial Intelligence and Machine Learning Applications in the Food Packaging Industry,Current Food Science and Technology Reports,,,,10.1007/s43555-025-00064-w,Lokesh KumarRicha DuttKirtiraj K. Gaikwad,2025,https://link.springer.com/article/10.1007/s43555-025-00064-w,Article
Deep reinforcement learning-driven personalized training load control algorithm for competitive sports performance optimization,Scientific Reports,,,,10.1038/s41598-025-30453-z,Xiaoyu XiaQiaonan ChenZizhuo Wang,2025,https://link.springer.com/article/10.1038/s41598-025-30453-z,Article
"Reshaping transplantation with AI, emerging technologies and xenotransplantation",Nature Medicine,,,,10.1038/s41591-025-03801-9,Alexandre LoupyEvgenia PrekaXiangmei ChenHaibo WangJianxing HeKang Zhang,2025,https://link.springer.com/article/10.1038/s41591-025-03801-9,Article
Auditing large language models: a three-layered approach,AI and Ethics,,,,10.1007/s43681-023-00289-2,Jakob MökanderJonas SchuettHannah Rose KirkLuciano Floridi,2023,https://link.springer.com/article/10.1007/s43681-023-00289-2,Article
Innovative Approaches in Regulatory Affairs: Leveraging Artificial Intelligence and Machine Learning for Efficient Compliance and Decision-Making,The AAPS Journal,,,,10.1208/s12248-024-01006-5,C. S. AjmalSravani YerramV. AbishekV. P. Muhammed NizamGayatri AglaveJayasri Devi PatnamRajeev Singh RaghuvanshiSaurabh Srivastava,2025,https://link.springer.com/article/10.1208/s12248-024-01006-5,Article
Applications of artificial intelligence in forest health surveillance and management,Discover Forests,,,,10.1007/s44415-025-00061-w,John Amoah-NuamahBrian ChildEmmanuel Yeboah OkyereOsman AdamsJones Abrefa Danquah,2025,https://link.springer.com/article/10.1007/s44415-025-00061-w,Article
Artificial Intelligence in Obsessive-Compulsive Disorder: A Systematic Review,Current Treatment Options in Psychiatry,,,,10.1007/s40501-025-00359-8,Jiyeong KimJuan Pablo Gonzalez PachecoAshleigh GoldenElias AboujaoudePeter van RoesselAayushi GandhiPavithra MukundaTatevik AvanesyanHaopeng XueEhsan AdeliJane Paik KimManish SaggarShannon Wiltsey StirmanEric KuhnKaustubh SupekarKilian M. PohlCarolyn I. Rodriguez,2025,https://link.springer.com/article/10.1007/s40501-025-00359-8,Article
"Modern artificial intelligence and large language models in graduate medical education: a scoping review of attitudes, applications &amp; practice",BMC Medical Education,,,,10.1186/s12909-025-07321-5,Basil George VergheseCharoo IyerTanvi BorseShiamak CooperJacob WhiteRyan Sheehy,2025,https://link.springer.com/article/10.1186/s12909-025-07321-5,Article
Selected Abstracts from the 2025 Conference on Artificial Intelligence in Medical Imaging (CAIMI) of the Society for Imaging Informatics in Medicine (SIIM),Journal of Imaging Informatics in Medicine,,,,10.1007/s10278-025-01679-0,,2025,https://link.springer.com/article/10.1007/s10278-025-01679-0,Article
"The role of IoT and XAI convergence in the prediction, explanation, and decision of&#xa0;customer perceived value (CPV) in SMEs: a theoretical framework and research proposition perspective",Discover Internet of Things,,,,10.1007/s43926-025-00092-x,Kwabena Abrokwah-Larbi,2025,https://link.springer.com/article/10.1007/s43926-025-00092-x,Article
Foundation Models,Business & Information Systems Engineering,,,,10.1007/s12599-024-00851-0,Johannes SchneiderChristian MeskePauline Kuss,2024,https://link.springer.com/article/10.1007/s12599-024-00851-0,Article
Toward safe AI,AI & SOCIETY,,,,10.1007/s00146-022-01591-z,Andres Morales-ForeroSamuel BassettoEric Coatanea,2022,https://link.springer.com/article/10.1007/s00146-022-01591-z,Article
Efficient deep learning training: an energy-conscious adaptive framework (ECAF),International Journal of Data Science and Analytics,,,,10.1007/s41060-025-00749-4,Pulkit DwivediMansi Kajal,2025,https://link.springer.com/article/10.1007/s41060-025-00749-4,Article
"Ensuring privacy in face recognition: a survey on data generation, inference and storage",Discover Applied Sciences,,,,10.1007/s42452-025-06987-2,Zhifang SunZhe Liu,2025,https://link.springer.com/article/10.1007/s42452-025-06987-2,Article
Use of AI in assembly line design and worker and equipment management: review and future directions,Flexible Services and Manufacturing Journal,,,,10.1007/s10696-024-09576-4,Milad ElyasiSimon TheveninAudrey Cerqueus,2024,https://link.springer.com/article/10.1007/s10696-024-09576-4,Article
Application of artificial intelligence in hypertension,Clinical Hypertension,,,,10.1186/s40885-024-00266-9,Jung Sun ChoJae-Hyeong Park,2024,https://link.springer.com/article/10.1186/s40885-024-00266-9,Article
Applications of Artificial Intelligence and Machine Learning in Food Quality Control and Safety Assessment,Food Engineering Reviews,,,,10.1007/s12393-023-09363-1,Krishna Bahadur Chhetri,2023,https://link.springer.com/article/10.1007/s12393-023-09363-1,Article
Securing industry&#xa0;4.0: a systematic review of AI-driven intrusion detection approaches and emerging trends,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-025-00264-0,Nethma KalpaniNureka Rodrigo,2025,https://link.springer.com/article/10.1007/s40860-025-00264-0,Article
AI in oral medicine: is the future already here? A literature review,British Dental Journal,,,,10.1038/s41415-024-8029-9,Sultan AlotaibiEleni Deligianni,2024,https://link.springer.com/article/10.1038/s41415-024-8029-9,Article
Integrating artificial intelligence with nanodiagnostics for early detection and precision management of neurodegenerative diseases,Journal of Nanobiotechnology,,,,10.1186/s12951-025-03719-x,Youssef M. HassanAhmed WanasAyat A. AliWael M. El-Sayed,2025,https://link.springer.com/article/10.1186/s12951-025-03719-x,Article
Enhancing product and service development through AI-integrated Quality Function Deployment,Research in Engineering Design,,,,10.1007/s00163-025-00467-9,Prabina BasnetLefei Li,2025,https://link.springer.com/article/10.1007/s00163-025-00467-9,Article
Data-driven framework for evaluating digitization and artificial intelligence risk: a comprehensive analysis,AI and Ethics,,,,10.1007/s43681-023-00376-4,Wael Badawy,2023,https://link.springer.com/article/10.1007/s43681-023-00376-4,Article
Artificial intelligence-based chatbot assistance in clinical decision-making for medically complex patients in oral surgery: a comparative study,BMC Oral Health,,,,10.1186/s12903-025-05732-w,Alanur Çiftçi ŞişmanAhmet Hüseyin Acar,2025,https://link.springer.com/article/10.1186/s12903-025-05732-w,Article
Artificial intelligence-enabled electrocardiography from scientific research to clinical application,EMBO Molecular Medicine,,,,10.1038/s44321-025-00351-y,Chin-Sheng LinWei-Ting LiuYuan-Hao ChenShih-Hua LinChin Lin,2025,https://link.springer.com/article/10.1038/s44321-025-00351-y,Article
Advising AI assistant: ethical risks of Oura smart ring,AI and Ethics,,,,10.1007/s43681-024-00544-0,Michal GladišMatúš MesarčíkNatália Slosiarová,2024,https://link.springer.com/article/10.1007/s43681-024-00544-0,Article
Artificial intelligence in Indian higher education institutions: a quantitative study on adoption and perceptions,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-02193-8,Silky SharmaGurinder SinghChandra Shekhar SharmaShikha Kapoor,2024,https://link.springer.com/article/10.1007/s13198-023-02193-8,Article
"Perceptions of AI-driven news among contemporary audiences: a study of trust, engagement, and impact",AI & SOCIETY,,,,10.1007/s00146-025-02294-x,Gregory Gondwe,2025,https://link.springer.com/article/10.1007/s00146-025-02294-x,Article
What drives Chinese university students’ long-term use of GenAI? Evidence from the heuristic-systematic model,Education and Information Technologies,,,,10.1007/s10639-025-13403-0,Yin LiuZaozao ZhangYingkai Wu,2025,https://link.springer.com/article/10.1007/s10639-025-13403-0,Article
Artificial Intelligence in Ocular Drug Delivery: Precision Drug Delivery's New Horizon,AAPS PharmSciTech,,,,10.1208/s12249-025-03271-9,Vaibhavi SrivastavaPragya YadavAbhishek YadavPoonam Parashar,2025,https://link.springer.com/article/10.1208/s12249-025-03271-9,Article
Artificial intelligence for early detection of diabetes mellitus complications via retinal imaging,Journal of Diabetes & Metabolic Disorders,,,,10.1007/s40200-025-01596-7,Navid SobhiYasin Sadeghi-BazarganiMajid MirzaeiMirsaeed AbdollahiAli JafarizadehSiamak PedrammehrRoohallah AlizadehsaniRu-San TanSheikh Mohammed Shariful IslamU. Rajendra Acharya,2025,https://link.springer.com/article/10.1007/s40200-025-01596-7,Article
From algorithms to ecosystems: A transformative consumer research perspective on artificial intelligence for sustainable living,AMS Review,,,,10.1007/s13162-025-00308-x,Naz OnelLeila Elgaaied-GambierSara BaskentliEstelle Van Tonder,2025,https://link.springer.com/article/10.1007/s13162-025-00308-x,Article
A comprehensive review of generative AI techniques and their impact on cybersecurity,Soft Computing,,,,10.1007/s00500-025-10702-z,Hamed AlqahtaniGulshan Kumar,2025,https://link.springer.com/article/10.1007/s00500-025-10702-z,Article
A review of artificial intelligence for predicting climate driven infectious disease outbreaks to enhance global health resilience,Discover Public Health,,,,10.1186/s12982-025-01167-4,Syed Azeem Inam,2025,https://link.springer.com/article/10.1186/s12982-025-01167-4,Article
Metaheuristic-Driven Optimization of a Neural Model Using Tuna Swarm Intelligence for Cognitive Classification of Wheat Species,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-025-01033-w,Beytullah YağızErdal EkerYener AltunŞeyma Nur AtarDavut IzciSerdar EkinciMohit BajajMohammad Shabaz,2025,https://link.springer.com/article/10.1007/s44196-025-01033-w,Article
Steering the Digital Transformation of Education: UNESCO’s Human-Centered Approach,Frontiers of Digital Education,,,,10.1007/s44366-024-0020-0,Sobhi TawilFengchun Miao,2024,https://link.springer.com/article/10.1007/s44366-024-0020-0,Article
Differential privacy-enabled federated learning for secure neural synchronization in protecting industrial data streams,Cluster Computing,,,,10.1007/s10586-025-05609-1,Feifei NiuArindam SarkarSarbajit MannaSoumya ChatterjeeAbdulfattah NoorwaliKamal M. Othman,2025,https://link.springer.com/article/10.1007/s10586-025-05609-1,Article
Comprehensive review of AI and ML tools for earthquake damage assessment and retrofitting strategies,Earth Science Informatics,,,,10.1007/s12145-024-01431-2,P. K. S. Bhadauria,2024,https://link.springer.com/article/10.1007/s12145-024-01431-2,Article
Enhancing online dispute resolution through natural language processing: a&#xa0;case study of kleros,International Cybersecurity Law Review,,,,10.1365/s43439-025-00161-5,Alesia Zhuk,2025,https://link.springer.com/article/10.1365/s43439-025-00161-5,Article
Towards an international regulatory framework for AI safety: lessons from the IAEA’s nuclear safety regulations,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03017-1,Seokki Cha,2024,https://link.springer.com/article/10.1057/s41599-024-03017-1,Article
A comprehensive framework for legal dispute analysis integrating prompt engineering and multi-dimensional knowledge graphs,Scientific Reports,,,,10.1038/s41598-025-30306-9,Zhang MingdaNa ZhaoQin JianglongQing XuPan KaiwenTing Luo,2025,https://link.springer.com/article/10.1038/s41598-025-30306-9,Article
The role of nanomedicine and artificial intelligence in cancer health care: individual applications and emerging integrations—a narrative review,Discover Oncology,,,,10.1007/s12672-025-02469-4,Prasanthi SamathotiRajasekhar Komarla KumarachariSarad Pawar Naik BukkeEashwar Sai Komarla RajasekharAshish Ashokkumar JaiswalZohre Eftekhari,2025,https://link.springer.com/article/10.1007/s12672-025-02469-4,Article
Exploring the implementation of federated learning in healthcare: a comprehensive review,Cluster Computing,,,,10.1007/s10586-024-05014-0,Amjad HudaibNadim ObeidAmjad AlbashayrehHebah MoslehYahya TashtoushGeorgi Hristov,2025,https://link.springer.com/article/10.1007/s10586-024-05014-0,Article
Food sustainability 4.0: harnessing fourth industrial revolution technologies for sustainable food systems,Discover Food,,,,10.1007/s44187-025-00461-z,Abdo Hassoun,2025,https://link.springer.com/article/10.1007/s44187-025-00461-z,Article
Technology in education: Addressing legal and governance challenges in the digital era,Education and Information Technologies,,,,10.1007/s10639-024-13036-9,Zhi LiWenxiang Zhang,2024,https://link.springer.com/article/10.1007/s10639-024-13036-9,Article
"A comprehensive review on key technologies toward smart healthcare systems based IoT: technical aspects, challenges and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11342-3,Muntadher AlsabahMarwah Abdulrazzaq NaserA. S. AlbahriO. S. AlbahriA. H. AlamoodiSadiq H. AbdulhussainLaith Alzubaidi,2025,https://link.springer.com/article/10.1007/s10462-025-11342-3,Article
AI-driven multi-omics integration in precision oncology: bridging the data deluge to clinical decisions,Clinical and Experimental Medicine,,,,10.1007/s10238-025-01965-9,Chou-Yi HsuShavan AskarSamer Saleem AlshkarchyPriya Priyadarshini NayakKassem A. L. AttabiMohammad Ahmar KhanJ. Albert MayanM. K. SharmaSarvar IslomovHamed Soleimani Samarkhazan,2025,https://link.springer.com/article/10.1007/s10238-025-01965-9,Article
The significance of artificial intelligence in zero trust technologies: a comprehensive review,Journal of Electrical Systems and Information Technology,,,,10.1186/s43067-024-00155-z,Deepa Ajish,2024,https://link.springer.com/article/10.1186/s43067-024-00155-z,Article
Intelligent sensing devices and systems for personalized mental health,Med-X,,,,10.1007/s44258-025-00057-3,Yantao XingYang YangKaiyuan YangAlbert LuLuyi XingKen MackieFeng Guo,2025,https://link.springer.com/article/10.1007/s44258-025-00057-3,Article
Adaptive and personalized learning in STEM education using high-performance computing and artificial intelligence,The Journal of Supercomputing,,,,10.1007/s11227-025-07481-7,Juan HuangYanhua ZhongXian Chen,2025,https://link.springer.com/article/10.1007/s11227-025-07481-7,Article
The Heart and Artificial Intelligence—How Can We Improve Medicine Without Causing Harm,Current Heart Failure Reports,,,,10.1007/s11897-023-00606-0,Christoph ReichBenjamin Meder,2023,https://link.springer.com/article/10.1007/s11897-023-00606-0,Article
Interpretable and explainable machine learning methods for predictive process monitoring: a systematic literature review,Artificial Intelligence Review,,,,10.1007/s10462-025-11399-0,Nijat MehdiyevMaxim MajlatowPeter Fettke,2025,https://link.springer.com/article/10.1007/s10462-025-11399-0,Article
"A principled governance for emerging AI regimes: lessons from China, the European Union, and the United States",AI and Ethics,,,,10.1007/s43681-022-00205-0,Ren Bin Lee Dixon,2022,https://link.springer.com/article/10.1007/s43681-022-00205-0,Article
Exploring ChatGPT and its impact on society,AI and Ethics,,,,10.1007/s43681-024-00435-4,Md. Asraful HaqueShuai Li,2024,https://link.springer.com/article/10.1007/s43681-024-00435-4,Article
Transforming Conversations with AI—A Comprehensive Study of ChatGPT,Cognitive Computation,,,,10.1007/s12559-023-10236-2,Gaurang BansalVinay ChamolaAmir HussainMohsen GuizaniDusit Niyato,2024,https://link.springer.com/article/10.1007/s12559-023-10236-2,Article
"Opportunities, challenges, and requirements for Artificial Intelligence (AI) implementation in Primary Health Care (PHC): a systematic review",BMC Primary Care,,,,10.1186/s12875-025-02785-2,Farzaneh YousefiReza DehnaviehMaude LabergeMarie-Pierre GagnonMohammad Mehdi GhaemiMohsen NadaliNajmeh Azizi,2025,https://link.springer.com/article/10.1186/s12875-025-02785-2,Article
"Two minutes of orthopaedics with ChatGPT: it is just the beginning; it’s going to be hot, hot, hot!",International Orthopaedics,,,,10.1007/s00264-023-05887-7,Philippe HernigouMarius M. Scarlat,2023,https://link.springer.com/article/10.1007/s00264-023-05887-7,Article
A comprehensive AI policy education framework for university teaching and learning,International Journal of Educational Technology in Higher Education,,,,10.1186/s41239-023-00408-3,Cecilia Ka Yuk Chan,2023,https://link.springer.com/article/10.1186/s41239-023-00408-3,Article
Digital twins for children with rare diseases: an exploration of the legal and ethical issues,Ethics and Information Technology,,,,10.1007/s10676-025-09848-z,Julian W. MärzMatthias BaumgartnerNenad BlauNikola Biller-Andorno,2025,https://link.springer.com/article/10.1007/s10676-025-09848-z,Article
"Blockchain, artificial intelligence, and healthcare: the tripod of future—a narrative review",Artificial Intelligence Review,,,,10.1007/s10462-024-10873-5,Archana BathulaSuneet K. GuptaSuresh MeruguLuca SabaNarendra N. KhannaJohn R. LairdSkandha S. SanagalaRajesh SinghDeepak GargMostafa M. FoudaJasjit S. Suri,2024,https://link.springer.com/article/10.1007/s10462-024-10873-5,Article
Vision-language foundation model for 3D medical imaging,npj Artificial Intelligence,,,,10.1038/s44387-025-00015-9,Jing WuYuli WangZhusi ZhongWeihua LiaoNatalia TrayanovaZhicheng JiaoHarrison X. Bai,2025,https://www.nature.com/articles/s44387-025-00015-9,Article
Explainable deep learning approach for advanced persistent threats (APTs) detection in cybersecurity: a review,Artificial Intelligence Review,,,,10.1007/s10462-024-10890-4,Noor Hazlina Abdul MutalibAznul Qalid Md SabriAinuddin Wahid Abdul WahabErma Rahayu Mohd Faizal AbdullahNouar AlDahoul,2024,https://link.springer.com/article/10.1007/s10462-024-10890-4,Article
Attitudinal Tensions in the Joint Pursuit of Explainable and Trusted AI,Minds and Machines,,,,10.1007/s11023-023-09628-y,Devesh NarayananZhi Ming Tan,2023,https://link.springer.com/article/10.1007/s11023-023-09628-y,Article
"A comprehensive review of LLM applications for lung cancer diagnosis and treatment: classification, challenges, and future directions",Journal of Big Data,,,,10.1186/s40537-025-01304-5,Mohsen GhorbianMostafa Ghobaei-Arani,2025,https://link.springer.com/article/10.1186/s40537-025-01304-5,Article
Machine learning-based research of AI marketing: topic analysis and model construction,Future Business Journal,,,,10.1186/s43093-025-00686-5,Haofen XieYuankun NieLi LiuYang Chen,2025,https://link.springer.com/article/10.1186/s43093-025-00686-5,Article
"Navigating the future of higher education in Saudi Arabia: implementing AI, machine learning, and big data for sustainable university development",Discover Sustainability,,,,10.1007/s43621-025-01388-2,Muhammad Adnan KhanAbdur RehmanAsghar Ali ShahSagheer AbbasMeshal AlharbiMunir AhmadTaher M. Ghazal,2025,https://link.springer.com/article/10.1007/s43621-025-01388-2,Article
A Survey of Machine Learning Techniques for Diabetes Prediction: Current Trends and Future Directions,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10450-1,Mudra NarasimharaoBiswaranjan SwainRahul PriyadarshiPraveen Priyaranjan NayakSatyanarayan Bhuyan,2025,https://link.springer.com/article/10.1007/s11831-025-10450-1,Article
No such thing as one-size-fits-all in AI ethics frameworks: a comparative case study,AI & SOCIETY,,,,10.1007/s00146-023-01653-w,Vivian QiangJimin RhimAJung Moon,2023,https://link.springer.com/article/10.1007/s00146-023-01653-w,Article
Blockchain-Empowered Secure Data Communication for UAV,SN Computer Science,,,,10.1007/s42979-024-03496-8,Ajay KumarDheeraj BhattYashwant SinghNeerendra Kumar,2024,https://link.springer.com/article/10.1007/s42979-024-03496-8,Article
Smart hybrid nanomaterials for chronic infections: microbiome-responsive and sustainable therapeutic platforms,Journal of Nanobiotechnology,,,,10.1186/s12951-025-03712-4,Hina SinghSri Renukadevi BalusamyJohan SukweenadhiMuthupandian SaravananMohanprasanth AruchamyIvan MijakovicPriyanka Singh,2025,https://link.springer.com/article/10.1186/s12951-025-03712-4,Article
"Leveraging AI-enhanced digital health with consumer devices for scalable cardiovascular screening, prediction, and monitoring",npj Cardiovascular Health,,,,10.1038/s44325-025-00071-9,Aline F. PedrosoRohan Khera,2025,https://www.nature.com/articles/s44325-025-00071-9,Article
Healthcare and AI frontiers: thematic insights and domains categorization,Quality & Quantity,,,,10.1007/s11135-025-02173-z,Alessia ForcinitiFrancesco Santelli,2025,https://link.springer.com/article/10.1007/s11135-025-02173-z,Article
Artificial intelligence in environmental monitoring: in-depth analysis,Discover Artificial Intelligence,,,,10.1007/s44163-024-00198-1,Emran AlotaibiNadia Nassif,2024,https://link.springer.com/article/10.1007/s44163-024-00198-1,Article
"Overview of AI and communication for 6G network: fundamentals, challenges, and future research opportunities",Science China Information Sciences,,,,10.1007/s11432-024-4337-1,Qimei CuiXiaohu YouNi WeiGuoshun NanXuefei ZhangJianhua ZhangXinchen LyuMing AiXiaofeng TaoZhiyong FengPing ZhangQingqing WuMeixia TaoYongming HuangChongwen HuangGuangyi LiuChenghui PengZhiwen PanTao SunDusit NiyatoTao ChenMuhammad Khurram KhanAbbas JamalipourMohsen GuizaniChau Yuen,2025,https://link.springer.com/article/10.1007/s11432-024-4337-1,Article
Role of AI&amp;ML in Modernizing Water and Wastewater Treatment Processes,"Water, Air, & Soil Pollution",,,,10.1007/s11270-024-07618-z,Rajneesh KumarManish Kumar Goyal,2024,https://link.springer.com/article/10.1007/s11270-024-07618-z,Article
Integration of Artificial Intelligence in Laryngeal Cancer Diagnosis and Prognosis: A Comparative Analysis Bridging Traditional Medical Practices with Modern Computational Techniques,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10368-8,Pavneet KaurTrilok ChandSudesh Rani,2025,https://link.springer.com/article/10.1007/s11831-025-10368-8,Article
