record_id,source_database,source_file,source_record_key,search_run_id,metadata_format,bibtex_entry_type,title,authors,year,venue,doi,url,abstract,raw_identifier,normalized_title,normalized_doi,record_hash,duplicate_status,duplicate_of,dedup_key_type,screening_candidate_id,screening_stage,screening_decision,decision_basis
SRCREC-1404,SpringerLink,SpringerLink/8. SearchResults.csv,10.1007/s11916-025-01400-4,8,CSV,Article,The Application of Artificial Intelligence to Enhance Spinal Cord Stimulation Efficacy for Chronic Pain Management: Current Evidence and Future Directions,John V. PrunskisTadas MasysStephen T. PylesAlaa Abd-ElsayedTimothy R. DeerDouglas P. BeallRamis GheithSheel PatelDawood SayedHadi MotenTodd HagleChadi I. YaacoubLeon AnijarMayank GuptaTerri Dallas-Prunskis,2025,Current Pain and Headache Reports,10.1007/s11916-025-01400-4,https://link.springer.com/article/10.1007/s11916-025-01400-4,,10.1007/s11916-025-01400-4,the application of artificial intelligence to enhance spinal cord stimulation efficacy for chronic pain management current evidence and future directions,101007s11916025014004,cc14fc4c3195c662,unique,,doi,TA-0512,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-1358,SpringerLink,SpringerLink/8. SearchResults.csv,10.1186/s13012-025-01447-2,8,CSV,Article,"The Practical, Robust Implementation and Sustainability (PRISM)-capabilities model for use of Artificial Intelligence in community-engaged implementation science research",Nabila El-BasselJames DavidTrena I. MukherjeeManeesha AggarwalElwin WuLouisa GilbertScott WaltersRedonna ChandlerTim HuntVictoria FryeAimee CampbellDawn A. Goddard-EckrichKatherine KeyesShoshana N. BenjaminRaymond BaliseSmaranda MuresanEric AragundiMarc ChenParixit DavéDavid LounsburyNasim SabounchiDan FeasterTerry HuangTian Zheng,2025,Implementation Science,10.1186/s13012-025-01447-2,https://link.springer.com/article/10.1186/s13012-025-01447-2,,10.1186/s13012-025-01447-2,the practical robust implementation and sustainability prism capabilities model for use of artificial intelligence in community engaged implementation science research,101186s13012025014472,88d71d8ed692a356,unique,,doi,TA-0513,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-1380,SpringerLink,SpringerLink/8. SearchResults.csv,10.1038/s41746-025-02000-7,8,CSV,Article,Toward governance of artificial intelligence in pediatric healthcare,Felix RichterEmma HolmesFlorian RichterKatherine GuttmannSon Q. DuongSandeep GangadharanEric E. SchadtHojjat SalmasianBruce D. GelbBenjamin S. Glicksberg,2025,npj Digital Medicine,10.1038/s41746-025-02000-7,https://link.springer.com/article/10.1038/s41746-025-02000-7,,10.1038/s41746-025-02000-7,toward governance of artificial intelligence in pediatric healthcare,101038s41746025020007,8e80fbdce97ec23a,unique,,doi,TA-0514,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-1322,SpringerLink,SpringerLink/8. SearchResults.csv,10.17269/s41997-025-01037-1,8,CSV,Article,Two-Eyed Seeing and artificial intelligence: Enhancing healthcare delivery in Indigenous communities requires an ethical and culturally relevant public health framework,Amal KhanVeronica McKinneyIvar Mendez,2025,Canadian Journal of Public Health,10.17269/s41997-025-01037-1,https://link.springer.com/article/10.17269/s41997-025-01037-1,,10.17269/s41997-025-01037-1,two eyed seeing and artificial intelligence enhancing healthcare delivery in indigenous communities requires an ethical and culturally relevant public health framework,1017269s41997025010371,8c1ddb127ad032ee,unique,,doi,TA-0515,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0807,SpringerLink,SpringerLink/5. SearchResults.csv,10.1007/978-3-032-12801-0_12,5,CSV,Conference paper,Assessing AI-Based System Acceptance Through the Design of a Trustworthiness Estimation Tool for Machine Learning Models,Jonathan UgaldeRodrigo SalasAurelio F. BarivieraMaría Paz Godoy,2026,HCI International 2025 – Late Breaking Papers,10.1007/978-3-032-12801-0_12,https://link.springer.com/chapter/10.1007/978-3-032-12801-0_12,,10.1007/978-3-032-12801-0_12,assessing ai based system acceptance through the design of a trustworthiness estimation tool for machine learning models,101007978303212801012,b495943b3d60578c,unique,,doi,TA-0516,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0119,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3508398.3511513,6,BibTeX,inproceedings,DP-UTIL: Comprehensive Utility Analysis of Differential Privacy in Machine Learning,"Jarin, Ismat and Eshete, Birhanu",2022,Proceedings of the Twelfth ACM Conference on Data and Application Security and Privacy,10.1145/3508398.3511513,https://doi.org/10.1145/3508398.3511513,"Differential Privacy (DP) has emerged as a rigorous formalism to quantify privacy protection provided by an algorithm that operates on privacy sensitive data. In machine learning (ML), DP has been employed to limit inference/disclosure of training examples. Prior work leveraged DP across the ML pipeline, albeit in isolation, often focusing on mechanisms such as gradient perturbation.In this paper, we present DP-UTIL, a holistic utility analysis framework of DP across the ML pipeline with focus on input perturbation, objective perturbation, gradient perturbation, output perturbation, and prediction perturbation. Given an ML task on privacy-sensitive data, DP-UTIL enables a ML privacy practitioner to perform holistic comparative analysis on the impact of DP in these five perturbation spots, measured in terms of model utility loss, privacy leakage, and the number of truly revealed training samples.We evaluate DP-UTIL over classification tasks on vision, medical, and financial datasets, using two representative learning algorithms (logistic regression and deep neural network) against membership inference attack as a case study attack. One of the highlights of our results is that prediction perturbation consistently achieves the lowest utility loss on all models across all datasets. In logistic regression models, objective perturbation results in lowest privacy leakage compared to other perturbation techniques. For deep neural networks, gradient perturbation results in lowest privacy leakage. Moreover, our results on true revealed records suggest that as privacy leakage increases a differentially private model reveals a greater number of member samples. Overall, our findings suggest that to make informed decisions as to the choice of perturbation mechanisms, a ML privacy practitioner needs to examine the dynamics among optimization techniques (convex vs. non-convex), number of classes, and privacy budget.",10.1145/3508398.3511513,dp util comprehensive utility analysis of differential privacy in machine learning,10114535083983511513,61b6bdf58049e2ad,unique,,doi,TA-0517,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0092,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3529190.3534779,4,BibTeX,inproceedings,Using human-in-the-loop and explainable AI to envisage new future work practices,"Tsiakas, Konstantinos and Murray-Rust, Dave",2022,Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments,10.1145/3529190.3534779,https://doi.org/10.1145/3529190.3534779,"In this paper, we discuss the trends and challenges of the integration of Artificial Intelligence (AI) methods in the workplace. An important aspect towards creating positive AI futures in the workplace is the design of fair, reliable and trustworthy AI systems which aim to augment human performance and perception, instead of replacing them by acting in an automatic and non-transparent way. Research in Human-AI Interaction has proposed frameworks and guidelines to design transparent and trustworthy human-AI interactions. Considering such frameworks, we discuss the potential benefits of applying human-in-the-loop (HITL) and explainable AI (XAI) methods to define a new design space for the future of work. We illustrate how such methods can create new interactions and dynamics between human users and AI in future work practices.",10.1145/3529190.3534779,using human in the loop and explainable ai to envisage new future work practices,10114535291903534779,2e565981b7cd262b,unique,,doi,TA-0518,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0136,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3686986,7,BibTeX,article,Analyzing Collaborative Challenges and Needs of UX Practitioners when Designing with AI/ML,"Muralikumar, Meena Devii and McDonald, David W.",2024,Proc. ACM Hum.-Comput. Interact.,10.1145/3686986,https://doi.org/10.1145/3686986,"UX designers and researchers who work with AI/ML face different kinds of challenges throughout the design process. Though close collaborations with AI/ML developers and data scientists could address some of these challenges, such interdisciplinary collaborations are non-routine and hard to realize. In this work, we investigate barriers for effective collaboration with ML practitioners, how they affect UX practice of AI/ML applications, and what UX practitioners need to overcome these challenges. We conducted a qualitative study with 14 UX practitioners who are working on AI/ML products as designers or researchers. Our findings show that UX practitioners face challenges in communication, understanding the model and model development processes, establishing ways to collaborate, and reconciling model-centric metrics of evaluation with user-centric outcomes. They described various needs in terms of more visibility into model development processes, access to comprehensible and contextual model information, and hypothetical tools that can potentially support collaboration with ML practitioners and enhance UX design processes. We discuss implications of this research for designing collaborative tools and empowering UX practitioners.",10.1145/3686986,analyzing collaborative challenges and needs of ux practitioners when designing with ai ml,1011453686986,80a2a6054ee1461f,unique,,doi,TA-0519,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0087,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3673791.3698428,4,BibTeX,inproceedings,Pessimistic Evaluation,"Diaz, Fernando",2024,Proceedings of the 2024 Annual International ACM SIGIR Conference on Research and Development in Information Retrieval in the Asia Pacific Region,10.1145/3673791.3698428,https://doi.org/10.1145/3673791.3698428,"Traditional evaluation of information access systems has focused primarily on average utility across a set of information needs (information retrieval) or users (recommender systems). In this work, we argue that evaluating only with average metric measurements assumes utilitarian values not aligned with traditions of information access based on equal access. We advocate for pessimistic evaluation of information access systems focusing on worst case utility. These methods are (i) grounded in ethical and pragmatic concepts, (ii) theoretically complementary to existing robustness and fairness methods, and (iii) empirically validated across a set of retrieval and recommendation tasks. These results suggest that pessimistic evaluation should be included in existing experimentation processes to better understand the behavior of systems, especially when concerned with principles of social good.",10.1145/3673791.3698428,pessimistic evaluation,10114536737913698428,873fec84254d49d2,unique,,doi,TA-0520,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0061,ACM Digital Library,ACM Digital Library/3. acm.bib,10.1145/3716500,3,BibTeX,article,Challenges for Responsible AI Design and Workflow Integration in Healthcare: A Case Study of Automatic Feeding&nbsp;Tube Qualification in Radiology,"Thieme, Anja and Rajamohan, Abhijith and Cooper, Benjamin and Groombridge, Heather and Simister, Robert and Wong, Barney and Woznitza, Nicholas and Pinnock, Mark A. and Wetscherek, Maria T. and Morrison, Cecily and Richardson, Hannah and P\'{e}rez-Garc\'{\i}a, Fernando and Hyland, Stephanie L. and Bannur, Shruthi and Coelho de Castro, Daniel and Bouzid, Kenza and Schwaighofer, Anton and Ranjit, Mercy P. and Sharma, Harshita and Lungren, Matthew P. and Oktay, Ozan and Alvarez-Valle, Javier and Nori, Aditya and Harris, Steve and Jacob, Joseph",2025,ACM Trans. Comput.-Hum. Interact.,10.1145/3716500,https://doi.org/10.1145/3716500,"Nasogastric tubes (NGTs) are feeding tubes that are inserted through the nose into the stomach to deliver nutrition or medication. If not placed correctly, they can cause serious harm, even death to patients. Recent AI developments demonstrate the feasibility of robustly detecting NGT placement from Chest X-ray images to reduce risks of sub-optimally or critically placed NGTs being missed or delayed in their detection, but gaps remain in clinical practice integration. In this study, we present a human-centered approach to the problem and describe insights derived following contextual inquiry and in-depth interviews with 15 clinical stakeholders. The interviews helped understand challenges in existing workflows, and how best to align technical capabilities with user needs and expectations. We discovered the tradeoffs and complexities that need consideration when choosing suitable workflow stages, target users, and design configurations for different AI proposals. We explored how to balance AI benefits and risks for healthcare staff and patients within broader organizational, technical, and medical-legal constraints. We also identified data issues related to edge cases and data biases that affect model training and evaluation; how data documentation practices influence data preparation and labeling; and how to measure relevant AI outcomes reliably in future evaluations. We discuss how our work informs design and development of AI applications that are clinically useful, ethical, and acceptable in real-world healthcare services.",10.1145/3716500,challenges for responsible ai design and workflow integration in healthcare a case study of automatic feeding nbsp tube qualification in radiology,1011453716500,869cba42a488308e,unique,,doi,TA-0521,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0209,IEEE Xplore,IEEE Xplore/2. IEEE Xplore Citation BibTeX.bib,10260877,2,BibTeX,INPROCEEDINGS,Search-Based Software Engineering in the Era of Modern Software Systems,"Sarro, Federica",2023,2023 IEEE 31st International Requirements Engineering Conference (RE),10.1109/RE57278.2023.00010,,,10.1109/RE57278.2023.00010,search based software engineering in the era of modern software systems,101109re57278202300010,cf0099c0eee73ef1,unique,,doi,TA-0522,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0241,IEEE Xplore,IEEE Xplore/3. IEEE Xplore Citation BibTeX.bib,11190130,3,BibTeX,INPROCEEDINGS,Aligning AI Systems with Human Values,"Herrmann, Marc and Mircea, Michael and Schneider, Kurt",2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),10.1109/REW66121.2025.00065,,,10.1109/REW66121.2025.00065,aligning ai systems with human values,101109rew66121202500065,7e8f1cd189e38b0b,unique,,doi,TA-0523,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0253,IEEE Xplore,IEEE Xplore/3. IEEE Xplore Citation BibTeX.bib,11190286,3,BibTeX,INPROCEEDINGS,Engineering Accountable AI: A Role-Based Lifecycle Approach,"Hadar, Ethan",2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),10.1109/REW66121.2025.00061,,,10.1109/REW66121.2025.00061,engineering accountable ai a role based lifecycle approach,101109rew66121202500061,a6449fbab68e1c39,unique,,doi,TA-0524,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0380,IEEE Xplore,IEEE Xplore/8. IEEE Xplore Citation BibTeX.bib,10932210,8,BibTeX,INPROCEEDINGS,Ethical Framework for Multimodal AI Systems,"Patkar, Uday Chandrakant and Pitrubhakta, Vinit and Sutar, Sanket and Arora, Aria and Jaiswal, Ritika and Bhardwaj, Shikha and Patil, Uday Shankar",2025,2025 1st International Conference on AIML-Applications for Engineering & Technology (ICAET),10.1109/ICAET63349.2025.10932210,,,10.1109/ICAET63349.2025.10932210,ethical framework for multimodal ai systems,101109icaet63349202510932210,0d52b8ed41b12e11,unique,,doi,TA-0525,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0254,IEEE Xplore,IEEE Xplore/3. IEEE Xplore Citation BibTeX.bib,11190219,3,BibTeX,INPROCEEDINGS,Navigating the Human-oversight Dilemma in AI-based Systems,"Sadovski, Eran and Aviv, Itzhak and Hadar, Irit",2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),10.1109/REW66121.2025.00069,,,10.1109/REW66121.2025.00069,navigating the human oversight dilemma in ai based systems,101109rew66121202500069,bda94f0feaf46eb8,unique,,doi,TA-0526,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0358,IEEE Xplore,IEEE Xplore/8. IEEE Xplore Citation BibTeX.bib,11388372,8,BibTeX,INPROCEEDINGS,Regulatory Frameworks and Ethical Governance of Neural Networks in Computer Science Applications,"Kumar, Gaurav and Kumari, Rupam and Shukla, Amit and Yadav, Ajay Pratap Singh and Verma, Richa and Gaur, Jyoti",2025,"2025 IEEE 3rd International Symposium on Sustainable Energy, Signal Processing and Cybersecurity",10.1109/iSSSC66652.2025.11388372,,,10.1109/iSSSC66652.2025.11388372,regulatory frameworks and ethical governance of neural networks in computer science applications,101109isssc66652202511388372,cf05c6b03b9ad73e,unique,,doi,TA-0527,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0458,ScienceDirect,ScienceDirect/2. ScienceDirect.bib,STEHR2006299,2,BibTeX,article,Compositionality for Tightly Coupled Systems: A New Application of the Propositions-as-Types Interpretation,Mark-Oliver Stehr,2006,Electronic Notes in Theoretical Computer Science,https://doi.org/10.1016/j.entcs.2005.12.073,https://www.sciencedirect.com/science/article/pii/S1571066106002878,"The design of complex software systems fundamentally relies on the understanding of abstract components and their interactions. Although compositional techniques are being successfully employed in practice, the use of such techniques is often rather informal and intuitive, and typically a justification for correct behaviour of the composed system exists but is not expressed explicitly. In this paper, we show what can be gained from treating such justifications as first-class citizens. The fairly general setting for this paper is a formal development of a UNITY-style temporal logic for labeled transition systems in the calculus of inductive constructions which has been conducted using the Coq proof assistant in a formally rigorous way. Our development not only subsumes the original UNITY approach to program verification and the more recent approach of New UNITY, but goes beyond it in several essential aspects, such as the generality of the program/system model, the notion of fairness, and the issue of compositionality. The last aspect, which we feel is crucial in the foundations for software engineering, is subject of this paper. We present a general proof rule for compositional verification of liveness assertions in tightly coupled systems. It relies on a notion of compositional proofs, which in turn is closely related to classical work on interference-free proofs for parallel programs. The formulation of this new proof rule and the verification of its soundness does not only exploit the strong inductive reasoning capabilities of the calculus of inductive constructions, but it also uses the propositions-as-types interpretation and the associated proofs-as-objects interpretation in an essential way.",https://doi.org/10.1016/j.entcs.2005.12.073,compositionality for tightly coupled systems a new application of the propositions as types interpretation,httpsdoiorg101016jentcs200512073,988823a5d493eb7c,unique,,doi,TA-0528,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0416,ScienceDirect,ScienceDirect/1. ScienceDirect_citations.bib,EVA2022107334,1,BibTeX,article,Position paper on management of personal data in environment and health research in Europe,Govarts Eva and Gilles Liese and Bopp Stephanie and Holub Petr and Matalonga Leslie and Vermeulen Roel and Vrijheid Martine and Beltran Sergi and Hartlev Mette and Jones Sarah and Rodriguez Martin Laura and Standaert Arnout and Swertz {Morris A.} and Theunis Jan and Trier Xenia and Vogel Nina and Van Espen Koert and Remy Sylvie and Schoeters Greet,2022,Environment International,https://doi.org/10.1016/j.envint.2022.107334,https://www.sciencedirect.com/science/article/pii/S0160412022002616,"Management of datasets that include health information and other sensitive personal information of European study participants has to be compliant with the General Data Protection Regulation (GDPR, Regulation (EU) 2016/679). Within scientific research, the widely subscribed’FAIR’ data principles should apply, meaning that research data should be findable, accessible, interoperable and re-usable. Balancing the aim of open science driven FAIR data management with GDPR compliant personal data protection safeguards is now a common challenge for many research projects dealing with (sensitive) personal data. In December 2020 a workshop was held with representatives of several large EU research consortia and of the European Commission to reflect on how to apply the FAIR data principles for environment and health research (E&H). Several recent data intensive EU funded E&H research projects face this challenge and work intensively towards developing solutions to access, exchange, store, handle, share, process and use such sensitive personal data, with the aim to support European and transnational collaborations. As a result, several recommendations, opportunities and current limitations were formulated. New technical developments such as federated data management and analysis systems, machine learning together with advanced search software, harmonized ontologies and data quality standards should in principle facilitate the FAIRification of data. To address ethical, legal, political and financial obstacles to the wider re-use of data for research purposes, both specific expertise and underpinning infrastructure are needed. There is a need for the E&H research data to find their place in the European Open Science Cloud. Communities using health and population data, environmental data and other publicly available data have to interconnect and synergize. To maximize the use and re-use of environment and health data, a dedicated supporting European infrastructure effort, such as the EIRENE research infrastructure within the ESFRI roadmap 2021, is needed that would interact with existing infrastructures.",https://doi.org/10.1016/j.envint.2022.107334,position paper on management of personal data in environment and health research in europe,httpsdoiorg101016jenvint2022107334,d311fe4ccaede897,unique,,doi,TA-0529,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0562,ScienceDirect,ScienceDirect/6. ScienceDirect.bib,MOHAMMED2025100625,6,BibTeX,article,"A robust hybrid machine learning framework for short-term load forecasting: integrating multi-linear regression, long short-term memory, and feed-forward neural networks for enhanced accuracy and efficiency",Fareeduddin Mohammed and Ameni Boumaiza and Antonio Sanfilippo and Daniel Perez-Astudillo and Dunia Bachour,2025,Energy and AI,https://doi.org/10.1016/j.egyai.2025.100625,https://www.sciencedirect.com/science/article/pii/S2666546825001570,"Efficient energy management and grid stability strongly rely on accurate Short-Term Load Forecasting (STLF). Existing forecasting models, unfortunately, are often inaccurate and computationally demanding. To overcome these challenges, a novel hybrid model, combining both linear regression and machine learning techniques, is proposed in this study. The hybrid model, MLR-LSTM-FFNN, captures both temporal and non-linear dependencies in load data by integrating multi-linear regression (MLR) with long short-term memory (LSTM) networks and feed-forward neural networks (FFNN). Using datasets from Qatar, with 5 min, 15 min, 30 min, and 1 h time intervals and from Panama City with a 1 h interval, experiments were conducted to thoroughly test the robustness of the model. The results showed that the MLR-LSTM-FFNN hybrid model outperformed the baseline and state-of-the-art hybrid models for each of the datasets, in terms of lower RMSE, MAE, and MAPE values along with a faster training time. This superior performance across different datasets underscores the model’s scalability and reliability as an STLF approach, providing a practical solution to energy demand prediction tasks. The improvement in short-term forecasting accuracy provides utilities with a practical tool to optimize demand-side management, reduce operational costs, and enhance grid reliability.",https://doi.org/10.1016/j.egyai.2025.100625,a robust hybrid machine learning framework for short term load forecasting integrating multi linear regression long short term memory and feed forward neural networks for enhanced accuracy and efficiency,httpsdoiorg101016jegyai2025100625,abda525507821941,unique,,doi,TA-0530,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0570,ScienceDirect,ScienceDirect/6. ScienceDirect.bib,KHALIL2025100552,6,BibTeX,article,An integrated Artificial Intelligence and optimization model for operational efficiency and risk reduction in Letter of Credit examination process,Mounaf Asaad Khalil and Majed Hadid and Regina Padmanabhan and Adel Elomri and Laoucine Kerbache,2025,Decision Analytics Journal,https://doi.org/10.1016/j.dajour.2025.100552,https://www.sciencedirect.com/science/article/pii/S2772662225000086,"Digital transformation in banking has significantly improved efficiency, including in the critical Letter of Credit (LC) examination area. Despite these advancements, LC examination remains complex, labor-intensive, and error-prone, leading to operational risks and inefficiencies. Integrating Artificial Intelligence (AI) offers a promising solution but requires human checkers to verify AI-generated decisions, ensuring accuracy and compliance. Assigning these verification tasks is essential to fully capitalize on AI’s potential, balancing time savings with risk reduction. This paper explores the underexamined challenge of optimizing the hybrid process of AI-assisted LC examination to enhance trade finance. The research aims to minimize examination risk and maximize checker capacity utilization by offering practical strategies for improvement. Through data-driven research collaboration with international banks and FinTech companies and benchmarking relevant literature, an Integer Linear Programming model was developed to assign review tasks for LC documents indexed by AI based on their criticality and discrepancies to human checkers. The model also considers monetary value, checker expertise, and availability factors. Real case studies evaluated improvements over baseline practices, objectives prioritization, trade-off analysis, and varying supply–demand scenarios. The model achieved a 68.3% reduction in operational risks, improving compliance and trustworthiness while minimizing errors and financial losses. Utilization rates ranged from 34% for risk-focused strategies to 73% for efficiency-driven approaches, providing flexibility for resource allocation aligned with organizational priorities. Using the proposed AI-optimization framework and results, the study offers actionable insights for managers and guidance for researchers.",https://doi.org/10.1016/j.dajour.2025.100552,an integrated artificial intelligence and optimization model for operational efficiency and risk reduction in letter of credit examination process,httpsdoiorg101016jdajour2025100552,c6a97835beee0ae4,unique,,doi,TA-0531,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0551,ScienceDirect,ScienceDirect/5. ScienceDirect.bib,PESQUEIRA2025785,5,BibTeX,article,Designing and implementing SMILE: An AI-driven platform for enhancing clinical decision-making in mental health and neurodivergence management,Antonio Pesqueira and Maria Jose Sousa and Ruben Pereira and Mark Schwendinger,2025,Computational and Structural Biotechnology Journal,https://doi.org/10.1016/j.csbj.2025.02.022,https://www.sciencedirect.com/science/article/pii/S2001037025000492,"Rising levels of anxiety, depression, and burnout among healthcare professionals (HCPs) underscore the urgent need for technology-driven interventions that optimize both clinical decision-making and workforce well-being. This innovation report introduces the Support, Management, Individual, Learning Enablement (SMILE) platform, designed to integrate advanced AI-driven decision support, federated learning for data privacy, and cognitive behavioral therapy (CBT) modules into a single, adaptive solution. A mixed-methods pilot evaluation involved focus groups, structured surveys, and real-world usability tests to capture changes in stress levels, user satisfaction, and perceived value. Quantitative analyses revealed significant reductions in reported stress and support times, alongside notable gains in satisfaction and perceived resource value. Qualitatively, participants praised SMILE’s accessible interface, enhanced peer support, and real-time therapeutic interventions. These findings confirm the feasibility and utility of a holistic, Artificial Intelligence (AI) supported framework for improving mental health outcomes in high-stress clinical environments. Theoretically, SMILE contributes to emerging evidence on integrated AI platforms, while it offers an ethically sound and user-friendly blueprint for improving patient care and staff well-being.",https://doi.org/10.1016/j.csbj.2025.02.022,designing and implementing smile an ai driven platform for enhancing clinical decision making in mental health and neurodivergence management,httpsdoiorg101016jcsbj202502022,f58847777fa904d9,unique,,doi,TA-0532,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0515,ScienceDirect,ScienceDirect/4. ScienceDirect.bib,LOHOU2025100019,4,BibTeX,article,Model and Observation for surface–atmosphere interactions over heterogeneous landscape: MOSAI project,F. Lohou and M. Lothon and S. Bastin and A. Brut and G. Canut and J.-M. Cohard and F. Cheruy and F. Couvreux and S. Dupont and S. Lafont and R. Roehrig and C. Román-Cascón and C. Yagüe and E. Bernard and A. Boone and J.-C. Dupont and A. Feofilov and R. Fernandes and M. Grulois and M. Jomé and A. Maison and M. Zouzoua,2025,Journal of the European Meteorological Society,https://doi.org/10.1016/j.jemets.2025.100019,https://www.sciencedirect.com/science/article/pii/S2950630125000134,"The land surface impacts the atmosphere from daily to seasonal time scales. An accurate assessment of the land–atmosphere exchanges, and their correct representation in surface schemes, are therefore essential for weather and climate forecasts. However, Earth System and Numerical Weather Prediction models often have large biases in their representation of surface–atmosphere fluxes when compared to observations. The Model and Observation for Surface–Atmosphere Interactions over heterogeneous landscape (MOSAI) project aims at improving modeling and estimating surface fluxes, with a focus on the impact of surface heterogeneity. First of all, a fair evaluation of the simulated land–atmosphere interactions in the models needs dedicated measurements and appropriate methods. Thus, the first MOSAI objective is to establish the uncertainty and representativity of land–atmosphere exchanges measured over a heterogeneous landscape. The second MOSAI objective addresses some simplifications and hypotheses in the coupling between land and atmospheric models, and their impacts on the simulated land–atmosphere exchanges. Then, the third scientific objective is to propose and test observation–model comparison methods that go further than point-to-point, time, or case-study comparisons. The MOSAI strategy leans on permanent surface energy balance stations belonging to research infrastructure and on devoted experimental campaigns in different heterogeneous landscapes. A wide range of models are also involved, from large-eddy simulation to climate models. This article will start with an overview of the impact of heterogeneous surfaces on the atmospheric boundary layer, on the difficulty of measuring surface fluxes over heterogeneous landscape, and on the simplifications of surface–atmosphere interactions over heterogeneous landscape employed by numerical models. Then, the objectives and strategy of the MOSAI project will be presented, illustrated by preliminary results.",https://doi.org/10.1016/j.jemets.2025.100019,model and observation for surface atmosphere interactions over heterogeneous landscape mosai project,httpsdoiorg101016jjemets2025100019,95daeb81b24c1f2b,unique,,doi,TA-0533,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
